"","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj"
"NCKAP1",6.08251839210059e-24,0.286802305058899,0.805,0.456,2.22626255669274e-19
"DOP1A",8.75573167983576e-24,0.303186782649084,0.71,0.36,3.20468535213669e-19
"MBNL1",1.20498526954638e-23,0.55852008032246,0.914,0.79,4.4103665850667e-19
"OSBPL8",1.6310293135654e-23,0.335756442461974,0.793,0.455,5.96973039058071e-19
"MBNL2",1.93448359287082e-23,0.483996954430205,0.819,0.519,7.08040339826649e-19
"FOCAD",1.9800332307994e-23,0.298951374268114,0.716,0.353,7.24711962804887e-19
"SIK3",2.05969445016944e-23,0.335620205819893,0.853,0.594,7.53868765706518e-19
"MIR646HG",3.90500104058429e-23,0.50550553918184,0.302,0.118,1.42926943086426e-18
"ZNF91",4.01438629849173e-23,0.302154564867359,0.782,0.406,1.46930552911096e-18
"FLI1",5.56790641570569e-23,-2.08723181608736,0.144,0.361,2.03790942721244e-18
"CBLB",5.93474005609017e-23,0.536546006192615,0.876,0.621,2.17217420792956e-18
"LDB2",1.07247620634101e-22,-3.38735805376191,0.115,0.342,3.92537016282872e-18
"UTRN",2.13864572769408e-22,-1.5947898709408,0.756,0.724,7.8276572279331e-18
"GYPC",2.49921232277214e-22,-0.29482813262531,0.578,0.264,9.14736702257831e-18
"FLT1",2.59778399665823e-22,-3.01093542009707,0.098,0.321,9.50814920616877e-18
"UBE3A",3.38174007531842e-22,0.268793067478895,0.782,0.444,1.23775068496729e-17
"JMJD1C",5.9572497715538e-22,-1.10975893350461,0.81,0.788,2.18041298888641e-17
"IFI27",7.17110531018397e-22,-1.98318653134405,0.063,0.285,2.62469625458044e-17
"IFITM2",7.81826927918238e-22,-1.50050741804593,0.055,0.277,2.86156473887354e-17
"FABP4",1.49586218371785e-21,-2.57423859416621,0.115,0.328,5.4750051786257e-17
"MECOM",1.52543251095971e-21,-2.71512257244231,0.098,0.317,5.58323553336364e-17
"TBC1D9",1.59652526293077e-21,-0.338990985981361,0.557,0.249,5.84344211485291e-17
"ANKRD17",1.74294977698645e-21,0.490475892848568,0.848,0.643,6.37937047874811e-17
"EMP1",2.81282454795344e-21,-1.69912050206514,0.066,0.283,1.02952191279644e-16
"RELL1",3.00333785108923e-21,-0.295944250132593,0.474,0.204,1.09925168687717e-16
"TPT1",3.68425134518582e-21,-1.21665132069255,0.816,0.735,1.34847283485146e-16
"FBXL17",4.05986265549825e-21,0.440807224710083,0.842,0.508,1.48595033053892e-16
"PID1",4.11835042386045e-21,-1.99291802149599,0.029,0.243,1.50735743863716e-16
"SPHKAP",4.16832457561371e-21,-0.527139694312903,0.586,0.24,1.52564847792038e-16
"HLA-C",4.94003303336315e-21,-2.02916640296569,0.241,0.414,1.80810149054125e-16
"PSD3",6.24485143543388e-21,0.485432810908859,0.879,0.567,2.28567807388315e-16
"ST6GALNAC3",8.3373665069859e-21,-3.33106696216079,0.101,0.315,3.05155951522191e-16
"SCN7A",8.86109823020805e-21,-2.54031459749534,0.034,0.246,3.24325056323845e-16
"PLEKHG1",9.59696220240029e-21,-2.56269906463061,0.112,0.322,3.51258413570053e-16
"SLC12A2",9.97847965202427e-21,-0.458210357484054,0.589,0.283,3.6522233374374e-16
"MT-CO2",1.01523552103809e-20,-1.03475074836086,0.902,0.817,3.71586353055153e-16
"BANP",1.20831123850041e-20,-0.308052832398759,0.511,0.232,4.42253996403535e-16
"ACSL1",1.81227487738492e-20,-0.631680451443294,0.672,0.323,6.63310727871656e-16
"RIPOR3",2.39000103973594e-20,-0.270957751480401,0.264,0.096,8.74764280553753e-16
"FAM219A",3.07054078236644e-20,-0.259704445740192,0.437,0.19,1.12384863175394e-15
"EPAS1",4.75139608883835e-20,-2.19441752556212,0.325,0.468,1.73905848247572e-15
"SLC16A10",5.00163129778402e-20,-0.521922793351117,0.434,0.192,1.83064707130193e-15
"ERLEC1",5.24409797178207e-20,-0.264385061188994,0.371,0.15,1.91939229865196e-15
"GAB1",5.28090308434604e-20,0.262629502903266,0.836,0.438,1.93286333790149e-15
"NF1",5.67403569778316e-20,0.42447115986405,0.828,0.605,2.07675380574561e-15
"ILK",7.89411656649423e-20,-0.269956114387872,0.489,0.219,2.88932560450255e-15
"PSMA3",2.62245334126401e-19,-0.254333511372702,0.517,0.236,9.5984414743604e-15
"PARP14",3.89234921075224e-19,-1.51082600588641,0.098,0.297,1.42463873462743e-14
"ZCCHC2",4.04205571984437e-19,-0.278574697979125,0.543,0.253,1.47943281402024e-14
"EBF2",6.16349227763883e-19,-1.6678367590908,0.02,0.214,2.25589980853859e-14
"LINC02269",7.16256300473723e-19,-0.29106975448451,0.388,0.168,2.62156968536387e-14
"PTPN12",7.75548833386716e-19,-1.64548959937228,0.385,0.49,2.83858628507872e-14
"TSHZ2",9.75678166217913e-19,-2.14780389240496,0.055,0.256,3.57107965617418e-14
"KCNJ8",1.40336582458854e-18,-0.385584758139077,0.342,0.142,5.1364592545765e-14
"CST3",1.7018109939813e-18,-2.10708071018517,0.411,0.513,6.22879841907094e-14
"ARID2",1.79160146163023e-18,0.255521464712579,0.822,0.506,6.55744050971282e-14
"ADGRF5",1.99900417378974e-18,-2.01838620194086,0.072,0.267,7.31655517648783e-14
"FGF13",2.393991355305e-18,-0.425706169476979,0.216,0.077,8.76224775955184e-14
"SPARC",2.59002709610586e-18,-1.93011595210878,0.112,0.301,9.47975817445707e-14
"LHFPL6",2.68582261034583e-18,-1.7828221805507,0.744,0.642,9.83037933612677e-14
"ITPRIP",4.382201804689e-18,-0.31572171196968,0.511,0.238,1.60392968253422e-13
"A2M",5.36911745689071e-18,-1.92058720389541,0.434,0.513,1.96515068039657e-13
"CD9",6.75000269545605e-18,-1.56044961922331,0.08,0.27,2.47056848656387e-13
"SNX25",6.75695685060206e-18,-0.32107510923531,0.52,0.243,2.47311377688886e-13
"UBR3",8.04769794174167e-18,0.360331859141374,0.885,0.564,2.94553792365687e-13
"RO60",8.56020001887215e-18,-0.303143663355277,0.578,0.27,3.1331188089074e-13
"RPL10",9.40843669809734e-18,-1.47530573151022,0.655,0.627,3.44358191587061e-13
"ZNFX1",9.41404698805367e-18,-0.306891187330996,0.394,0.169,3.44563533809752e-13
"EEF1A1",1.02466305004281e-17,-1.77572135766141,0.526,0.549,3.75036922946171e-13
"STAT3",1.0552428943306e-17,-1.42269360708854,0.606,0.581,3.86229451753942e-13
"ANKLE2",1.20186774491437e-17,-0.27320710524536,0.445,0.198,4.3989561331611e-13
"SRGN",1.29078998083073e-17,-1.59315328009647,0.06,0.249,4.72442040883856e-13
"KIF13A",1.29220621438262e-17,0.300611755998726,0.793,0.48,4.72960396526181e-13
"ITM2B",1.45172891184803e-17,-1.47107466243289,0.707,0.649,5.31347299025499e-13
"APOD",1.53034697261671e-17,-2.86187655386288,0.063,0.252,5.60122295447443e-13
"ITGA1",2.2335119915969e-17,-2.26087964013811,0.152,0.327,8.17487724044381e-13
"CD74",2.86573483947711e-17,-2.24412907054634,0.103,0.287,1.04888760859702e-12
"PECAM1",3.86597899193101e-17,-1.84155858237037,0.083,0.269,1.41498697083667e-12
"DCLK1",3.97646135200989e-17,-0.700855987279244,0.385,0.162,1.45542461944914e-12
"PLSCR4",4.88556805719934e-17,-1.26947641834258,0.026,0.205,1.78816676461553e-12
"DCTN4",5.22763685888541e-17,-0.269142348702512,0.543,0.259,1.91336736672065e-12
"FN1",5.56729493044027e-17,-2.34743787059685,0.069,0.253,2.03768561749044e-12
"NPM1",5.65843667092502e-17,-0.299312619498524,0.497,0.23,2.07104440592527e-12
"NCALD",5.80876453383414e-17,-1.41425997927649,0.124,0.309,2.12606590702863e-12
"TFRC",7.73803071408419e-17,-0.450118193691647,0.411,0.188,2.83219662166195e-12
"ENG",7.91199942026157e-17,-2.11499414749005,0.175,0.346,2.89587090780994e-12
"EVI5",8.80072899198557e-17,0.279198410152721,0.773,0.481,3.22115481835664e-12
"ARL8B",8.89205230132197e-17,-0.291522344288144,0.526,0.249,3.25458006280685e-12
"PKD2",8.92094758589174e-17,-0.308241981214705,0.618,0.31,3.26515602591224e-12
"SLC9A9",9.20316223397759e-17,-1.90426763914847,0.063,0.244,3.36844940925814e-12
"AP002518.2",9.45298925271372e-17,-0.359754552099542,0.471,0.218,3.45988859638575e-12
"NRP1",1.19123708050024e-16,-1.6700008502597,0.684,0.626,4.36004683833892e-12
"BNC2",1.2342448694646e-16,-1.56636601621738,0.029,0.204,4.51745964672739e-12
"TFPI",1.34564539415709e-16,-1.6141379778753,0.06,0.242,4.92519670715438e-12
"ARHGAP15",1.59545626843091e-16,-1.92239012182048,0.04,0.218,5.83952948808397e-12
"RAPGEF5",1.77695282728649e-16,-1.96377273333756,0.08,0.259,6.50382504315127e-12
"HS6ST3",1.85621082234092e-16,0.350402781037293,0.178,0.064,6.79391723085e-12
"RHOB",2.08017326896038e-16,-0.530584885578625,0.474,0.213,7.61364218172189e-12
"BTG2",2.32914947486709e-16,-0.44406978580058,0.489,0.223,8.52491999296102e-12
"MSC-AS1",2.40280336424225e-16,-1.36671489375161,0.011,0.18,8.79450059346306e-12
"PICALM",2.41824365950592e-16,0.316821425281275,0.879,0.69,8.85101361815763e-12
"FAM241A",3.23836478167383e-16,-0.376973502872859,0.626,0.323,1.18527389374044e-11
"LRRC8A",3.90717759708594e-16,-0.294885484103024,0.296,0.122,1.43006607230942e-11
"CCNL2",4.05995582075561e-16,-0.321607296164231,0.511,0.242,1.48598442995476e-11
"CRK",4.18231416717262e-16,-0.291675999428856,0.589,0.289,1.53076880832685e-11
"ATP8A1",4.20023810831037e-16,-0.266639713267001,0.621,0.295,1.53732915002268e-11
"HIF1A",5.105540246451e-16,-0.295835194114807,0.704,0.37,1.86867878560353e-11
"PGK1",5.34754490194657e-16,-0.262045309788829,0.474,0.224,1.95725490956146e-11
"MTMR2",5.59643424259375e-16,-0.316433335431339,0.463,0.216,2.04835089713174e-11
"LINC00342",5.93573978151813e-16,-0.283932437381055,0.529,0.253,2.17254011743345e-11
"TCEA1",6.14874243599847e-16,-0.291194219014196,0.483,0.23,2.2505012189998e-11
"ANO2",6.1937349895107e-16,-2.44303119863588,0.075,0.251,2.26696894351081e-11
"TIMP3",6.56077172895235e-16,-2.11185490995615,0.503,0.536,2.40130806051385e-11
"UHRF1BP1L",8.87931745241583e-16,-0.272967772353121,0.434,0.203,3.24991898075872e-11
"CREBZF",9.12620561669608e-16,-0.255863600715477,0.5,0.239,3.34028251776693e-11
"ZC3HAV1",9.27814349970358e-16,-1.15531325984978,0.046,0.217,3.39589330232651e-11
"NEURL1B",9.46787132135047e-16,-1.55280835940292,0.083,0.256,3.46533558232749e-11
"APOLD1",1.40193703273324e-15,-1.90069697596579,0.095,0.265,5.13122973350692e-11
"HLA-A",1.72247792071894e-15,-1.81711847709188,0.328,0.436,6.30444143762339e-11
"VPS4B",1.94190676159225e-15,-0.31567342222912,0.437,0.202,7.10757293810381e-11
"AC104365.1",1.94964612454552e-15,-0.261351000467727,0.284,0.12,7.13589978044905e-11
"IFNAR2",2.05506660660049e-15,-1.17115649663615,0.103,0.274,7.52174928681845e-11
"TMTC1",2.30916053633886e-15,-2.10583765989425,0.46,0.499,8.45175847905388e-11
"PTMA",2.69511635215845e-15,-1.71290719403765,0.359,0.447,9.86439536053516e-11
"TMEM178B",2.76319678246869e-15,-0.664447913708026,0.555,0.248,1.01135765435137e-10
"SLC2A3",2.84659220750978e-15,-1.29097288690599,0.032,0.196,1.04188121387066e-10
"FAM222B",3.0824746763311e-15,-0.285986343024811,0.425,0.201,1.12821655628395e-10
"CNTN4",3.1006997413013e-15,-0.51195212043961,0.259,0.105,1.13488711231369e-10
"JUNB",3.24543645609591e-15,-1.61943090796444,0.149,0.313,1.18786219729567e-10
"SH3BGRL",3.46209645890962e-15,-1.09694072874964,0.034,0.199,1.26716192492551e-10
"PTGDS",3.66702312710721e-15,-0.381171533680797,0.779,0.38,1.34216713475251e-10
"RPL13",3.7549038315281e-15,-1.47083652191332,0.647,0.609,1.3743323513776e-10
"XPO6",4.26117882123778e-15,-0.279367933273202,0.46,0.218,1.55963406036124e-10
"MCF2L",4.36164667750104e-15,-2.16083014412002,0.103,0.273,1.59640630043216e-10
"LYRM4",4.67051081178137e-15,-0.281783236797222,0.434,0.205,1.7094536622201e-10
"APP",5.50599748246977e-15,-1.52614484985111,0.54,0.562,2.01525013855876e-10
"SERPING1",5.59954007986368e-15,-1.26271244828629,0.037,0.2,2.04948766463091e-10
"STEAP4",5.98903360288038e-15,-1.45637858727594,0.009,0.163,2.19204618899025e-10
"CHURC1",6.41738465496673e-15,-0.259492979970867,0.451,0.215,2.34882695756437e-10
"ARHGAP6",6.72488259155466e-15,-1.74770949107356,0.089,0.254,2.46137427733492e-10
"TUBB4B",6.82429715431624e-15,-0.293483114453541,0.368,0.17,2.49776100145129e-10
"FOXP2",6.830405624045e-15,0.307167425088798,0.322,0.155,2.49999676245671e-10
"FBN1",9.69819059066193e-15,-1.67139805764428,0.06,0.225,3.54963473808817e-10
"BCL2",1.03595768011892e-14,-0.5674973456682,0.58,0.291,3.79170870500326e-10
"UTY",1.056933593406e-14,-0.839175518119984,0.003,0.153,3.86848264522528e-10
"USP16",1.20550824740561e-14,-0.266928180772535,0.44,0.208,4.41228073632927e-10
"RAP2A",1.21127701508829e-14,-0.291763987195399,0.299,0.129,4.43339500292465e-10
"RNASE1",1.22929489853737e-14,-1.84689575077711,0.095,0.258,4.49934225813662e-10
"SMOC2",1.2394690266869e-14,-1.65921322662707,0.029,0.187,4.53658058457671e-10
"ARF4",1.24824347288453e-14,-0.294449802943016,0.477,0.228,4.56869593510468e-10
"CPNE8",1.27084740909118e-14,-1.37833575144388,0.106,0.27,4.65142860201463e-10
"IGFBP4",1.63213698235025e-14,-1.34898167788282,0.078,0.24,5.97378456910014e-10
"MAP3K8",1.6826640418342e-14,-0.908310715820443,0.02,0.175,6.15871865951735e-10
"DENND2A",1.74769352107408e-14,-1.3362673187994,0.066,0.227,6.39673305648326e-10
"DYRK1A",1.77446106803996e-14,0.296691707526579,0.833,0.56,6.49470495513307e-10
"RHOJ",1.83047808741771e-14,-1.2589464868026,0.046,0.206,6.69973284775757e-10
"ZNF24",1.85033918714752e-14,-0.256336554572926,0.428,0.204,6.77242645887864e-10
"CSTF3",1.91230246754003e-14,-0.264850675072912,0.509,0.253,6.99921826144325e-10
"ADAMTSL3",1.91457418624768e-14,-1.39139721388601,0.06,0.223,7.00753297908513e-10
"LIMD1",1.98333648892362e-14,-0.273813098103386,0.517,0.256,7.25920988310933e-10
"BTNL9",2.32953862147066e-14,-2.1341582366194,0.066,0.227,8.52634430844477e-10
"TBCD",2.33860108855073e-14,-0.455325165910313,0.644,0.36,8.55951384420451e-10
"DAB2",2.57677231395945e-14,-1.1816835506591,0.014,0.165,9.43124434632299e-10
"TLE4",2.74142934200804e-14,-0.332602372639588,0.609,0.314,1.00339055346836e-09
"GLIS3",3.10580451700285e-14,-1.61594197499479,0.046,0.205,1.13675551126821e-09
"SEC14L1",3.28889684993488e-14,-2.04987134351127,0.23,0.362,1.20376913604467e-09
"FABP5",3.74359777867887e-14,-1.91457234481515,0.109,0.267,1.37019422297425e-09
"PTPRK",3.76638398919659e-14,0.317917682613833,0.853,0.552,1.37853420388584e-09
"SKP1",3.99413717278542e-14,-0.262153048250758,0.615,0.311,1.46189414661119e-09
"RPL13A",4.07523432188287e-14,-1.46284362798866,0.649,0.6,1.49157651415235e-09
"SPRY1",4.12650559786915e-14,-1.44165586312347,0.083,0.242,1.51034231387609e-09
"MT-CYB",4.57953332763422e-14,-1.1010119979546,0.796,0.722,1.6761549932474e-09
"TMEM87A",4.71335637054471e-14,-0.259106219944494,0.592,0.305,1.72513556518307e-09
"CRYBG3",5.30234855829081e-14,-0.275198605450979,0.638,0.345,1.94071259582002e-09
"SNRK",5.99749376587053e-14,-0.318432163143539,0.733,0.413,2.19514269324627e-09
"MYO1B",6.04559279326876e-14,-1.62725236528394,0.055,0.21,2.2127474182643e-09
"HLA-DRB1",6.06102502584425e-14,-1.74777576691106,0.069,0.226,2.21839576970925e-09
"UBL3",6.27125396691988e-14,-0.286970192456594,0.529,0.269,2.29534166443235e-09
"SNW1",6.63930369396554e-14,-0.308307160222666,0.417,0.199,2.43005154502833e-09
"CFD",6.86738631976519e-14,-2.24134358808775,0.049,0.207,2.51353206689726e-09
"COL6A2",8.00977805053194e-14,-1.71634034640186,0.126,0.28,2.93165886427519e-09
"ELF1",8.03915067984616e-14,0.336991502163406,0.819,0.593,2.94240954033049e-09
"DOCK11",8.60949524282056e-14,-1.00584504811326,0.017,0.164,3.15116135382475e-09
"USP7",8.6218169246323e-14,-0.303781514169064,0.489,0.24,3.15567121258467e-09
"DOCK9",9.22683814947444e-14,-2.1007259053336,0.282,0.399,3.37711503108914e-09
"VAV3",9.30803023694134e-14,-1.28352078504511,0.023,0.171,3.4068321470229e-09
"GIMAP8",1.06355780424478e-13,-0.356260281623391,0.273,0.115,3.89272791931631e-09
"DLC1",1.07825875138628e-13,-0.662315222125398,0.871,0.599,3.94653485594894e-09
"BICC1",1.11569582437449e-13,-2.39765844570316,0.043,0.195,4.08355828679308e-09
"PELI2",1.28171256479015e-13,-1.13308827478438,0.034,0.185,4.69119615838844e-09
"SYAP1",1.62544556974633e-13,-0.269211655951356,0.305,0.138,5.94929332982853e-09
"G3BP1",1.66707117953877e-13,-0.319277623413227,0.569,0.288,6.10164722422985e-09
"ZFP36L2",1.85361331177693e-13,-1.35905100756555,0.129,0.28,6.78441008243476e-09
"MTF2",1.86907877250908e-13,-0.263198204057792,0.46,0.23,6.84101521526047e-09
"GPHN",2.06297248599499e-13,0.279144913341753,0.874,0.641,7.55068559599025e-09
"TLN1",2.14474987165421e-13,-0.37419401234324,0.448,0.216,7.84999900524159e-09
"ABCA9",2.28736672591347e-13,-1.456145636617,0.034,0.182,8.37199095351588e-09
"NASP",2.34900207055545e-13,-0.250894438276195,0.405,0.197,8.59758247844e-09
"SKAP2",2.37851970694228e-13,-1.06904548816294,0.017,0.16,8.70561997937942e-09
"RUNX1",2.43520163936512e-13,-2.0762538824397,0.098,0.249,8.91308152024028e-09
"NAA35",2.63103144564259e-13,-0.275378294184224,0.529,0.27,9.62983819419643e-09
"LGMN",2.95155988477319e-13,-0.598228900484029,0.371,0.174,1.08030043342584e-08
"CSNK1D",3.05404829043983e-13,-0.275940321920197,0.44,0.215,1.11781221478388e-08
"PXDN",3.10631495971724e-13,-1.22020458753902,0.049,0.197,1.13694233840611e-08
"WDFY1",3.33277864362123e-13,-0.405950273486492,0.483,0.239,1.21983031135181e-08
"NCOA7",3.36457392620176e-13,-1.10877964260574,0.092,0.243,1.23146770272911e-08
"PER1",3.67561903762963e-13,-0.268595830929843,0.552,0.28,1.34531332396282e-08
"PIP4K2A",3.75748579822654e-13,-1.35660837334349,0.187,0.326,1.3752773770089e-08
"DHX9",3.88526697880116e-13,-0.268086418555724,0.552,0.281,1.42204656691101e-08
"ABCC1",4.07893876171574e-13,-0.335912064024423,0.514,0.26,1.49293237617558e-08
"TRPS1",4.10023782494938e-13,-1.94817661404527,0.325,0.42,1.50072804630972e-08
"YY1",4.15290217932523e-13,-0.261000170956581,0.5,0.252,1.52000372665483e-08
"ARMH4",4.19255878409139e-13,-0.351324456979445,0.56,0.285,1.53451844056529e-08
"RAD21",4.20828177019971e-13,-0.280159930782842,0.552,0.282,1.5402732107108e-08
"ARHGEF3",5.26059939881666e-13,-0.546439740408453,0.523,0.264,1.92543198596088e-08
"ITPKB",5.30892246278998e-13,-1.26548775412804,0.049,0.196,1.94311871060576e-08
"PRR16",5.38624470900322e-13,-0.468686132365072,0.598,0.308,1.97141942594227e-08
"SYNCRIP",5.5239095789339e-13,-0.268037721283563,0.509,0.258,2.0218061449856e-08
"CAMK1D",5.86506880802547e-13,-1.15653132901462,0.086,0.237,2.1466738344254e-08
"HIF3A",5.8932133347183e-13,-0.269399658296807,0.661,0.34,2.15697501264024e-08
"AGO2",5.95666845042603e-13,-0.266613827795263,0.67,0.361,2.18020021954043e-08
"ARHGAP18",6.10176392135915e-13,-1.57268426278759,0.04,0.185,2.23330661285666e-08
"TSHZ3",6.14789728422685e-13,-1.08852061231617,0.029,0.171,2.25019188499987e-08
"CLMN",6.8811756755071e-13,-1.46305519230874,0.049,0.195,2.51857910899235e-08
"FRYL",6.91389349332156e-13,-1.3810575642745,0.664,0.611,2.53055415749062e-08
"ZFP36L1",6.9272657616087e-13,-1.37000055409825,0.198,0.331,2.5354485414064e-08
"PIK3C3",7.0356497667053e-13,-0.299788193259995,0.557,0.289,2.57511817111181e-08
"DPP8",7.28852822223065e-13,-0.291649457971147,0.489,0.247,2.66767421461864e-08
"ID3",7.2938814379538e-13,-1.5526876187301,0.103,0.251,2.66963354510547e-08
"MALT1",7.44123934316057e-13,-0.540859297426551,0.575,0.299,2.7235680119902e-08
"IGFBP7",7.56767596125942e-13,-2.16096990959531,0.727,0.642,2.76984507858056e-08
"PRCP",7.69968939915046e-13,-0.289104293286666,0.33,0.155,2.81816331698306e-08
"SH2B3",7.85129053367353e-13,-0.388188575322671,0.474,0.236,2.87365084822985e-08
"ERO1A",7.85553139728605e-13,-0.298165663111457,0.319,0.147,2.87520304672067e-08
"LMAN1",9.4572231103422e-13,-0.252248480499989,0.445,0.225,3.46143823061635e-08
"RIPOR2",1.00234138704951e-12,-0.467776614104441,0.195,0.078,3.66866971073993e-08
"ERP44",1.02361466827886e-12,-0.300102872988419,0.621,0.325,3.74653204736747e-08
"CSNK1E",1.03417838551097e-12,-0.351807193029959,0.454,0.225,3.7851963088087e-08
"EIF5",1.21222284739328e-12,-0.250106944339734,0.632,0.336,4.43685684374414e-08
"SP100",1.21415320210786e-12,-1.52473185465808,0.44,0.482,4.44392213503497e-08
"RAPGEF1",1.29406467484059e-12,-2.03282615724989,0.425,0.478,4.73640611638405e-08
"RNF138",1.3700175941208e-12,-0.279522448358896,0.336,0.159,5.01440139624153e-08
"PPIG",1.42490157480716e-12,-0.298774326174597,0.635,0.337,5.2152822539517e-08
"MAPK1IP1L",1.42883426983475e-12,-0.319255409672635,0.517,0.26,5.22967631102218e-08
"COL15A1",1.47760741586779e-12,-1.56711662470616,0.069,0.213,5.4081909028177e-08
"ATG12",1.49015298625191e-12,-0.271791275145154,0.402,0.199,5.45410894498061e-08
"ARNT",1.49081123376493e-12,-0.265396391710968,0.523,0.269,5.45651819670301e-08
"ZNF708",1.57162872708901e-12,-0.33866925156215,0.494,0.249,5.7523183040185e-08
"CYBA",1.57401216065316e-12,-1.02739632845022,0.052,0.195,5.76104190920662e-08
"FGF1",1.58236190529726e-12,-0.350369714876209,0.463,0.234,5.79160280957851e-08
"DOCK1",1.59461045462764e-12,-1.5445363482795,0.529,0.531,5.83643372498262e-08
"MAGI3",1.65884796728392e-12,-0.409461778392647,0.598,0.316,6.07154944505587e-08
"RAB5A",1.65894889006213e-12,-0.293242063907453,0.471,0.239,6.0719188325164e-08
"IL15",1.78667863010813e-12,-0.299984197545812,0.339,0.161,6.53942245405878e-08
"DARS",1.82547149732843e-12,-0.261645978512655,0.543,0.286,6.68140822737178e-08
