"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FCN3",2.51708166107005e-33,0.387140511593042,0.229,0.092,7.35893994430441e-29
"SLC9C1",9.37619912067682e-33,-0.570547441479626,0.238,0.428,2.74122557492107e-28
"FAT4",1.25363771949367e-32,0.373155898375674,0.411,0.225,3.6651352367117e-28
"RPS15",1.43458903438011e-32,0.370242823403299,0.516,0.316,4.19416450091369e-28
"COX6C",1.83611512022332e-32,0.277937581327883,0.331,0.161,5.36806616548491e-28
"RBPMS",1.97663991182236e-32,-0.524929063988131,0.537,0.674,5.77890444620387e-28
"TSPAN7",1.97859589143829e-32,0.421520970368912,0.283,0.134,5.78462294820897e-28
"MAP2",4.77347190861038e-32,0.361352713805956,0.393,0.215,1.39557224720133e-27
"AC004594.1",5.69957945965875e-32,0.294475104447849,0.258,0.114,1.66632905082583e-27
"RNASE1",6.89550516716043e-32,0.343700112674606,0.682,0.471,2.01596989067102e-27
"TRAK2",8.89117273675641e-32,0.267516719551867,0.286,0.13,2.5994232613181e-27
"GSN",9.28397586608471e-32,0.393296848168242,0.653,0.452,2.71426318420853e-27
"EEF1A1",1.06234601742293e-31,0.397627304806355,0.756,0.543,3.10587481653766e-27
"CD36",1.23685890480996e-31,0.689345377580575,0.901,0.841,3.61608069410241e-27
"TMEM204",1.25805004489445e-31,0.294328503899726,0.482,0.285,3.67803511125341e-27
"FAU",1.62666908505449e-31,0.322807657834568,0.5,0.296,4.75572973706531e-27
"PDE8A",2.15755180468355e-31,-0.51776717567082,0.331,0.495,6.30781845617284e-27
"TNFSF10",3.34324390322344e-31,0.303778517933668,0.359,0.191,9.77430787546405e-27
"ENTPD1",4.3750589529815e-31,0.376261887567594,0.306,0.151,1.27909223549367e-26
"NAV3",4.7511347928717e-31,0.408403492896236,0.274,0.123,1.38904176804397e-26
"APOL3",6.75207634813125e-31,0.303035519268339,0.414,0.237,1.97403704113965e-26
"NUMB",7.7662006212927e-31,0.383510379580405,0.55,0.36,2.27052641364113e-26
"LSM6",8.40834189913126e-31,0.254058895785705,0.253,0.112,2.45826283763001e-26
"PDGFB",8.93645118522902e-31,0.447600383676787,0.577,0.4,2.61266086851356e-26
"RPL27",1.56735716083878e-30,0.269175581264397,0.347,0.177,4.58232539542825e-26
